## Ore Dictionary Info                      ##
##############################################
## In the form:                             ##
## <ore dictionary entry>                   ##
##     <item id registered> - <item damage> ##
##     etc...                               ##
##############################################
actinolite
contenttweaker:steel_blueconcretecrackedshortbrick - 0
contenttweaker:steel_blueconcretedebossed - 0
contenttweaker:steel_blueconcretepolished - 0
contenttweaker:steel_blueconcreteshortbrick - 0
contenttweaker:imperial_purpleconcrete - 0
contenttweaker:imperial_purpleconcretebrick - 0
contenttweaker:imperial_purpleconcretechiseledbrick - 0
contenttweaker:imperial_purpleconcretecrackedbrick - 0
contenttweaker:imperial_purpleconcretecrackedshortbrick - 0
contenttweaker:imperial_purpleconcretedebossed - 0
contenttweaker:imperial_purpleconcretepolished - 0
contenttweaker:imperial_purpleconcreteshortbrick - 0
contenttweaker:jovial_jadeconcrete - 0
contenttweaker:jovial_jadeconcretebrick - 0
contenttweaker:jovial_jadeconcretechiseledbrick - 0
contenttweaker:jovial_jadeconcretecrackedbrick - 0
contenttweaker:jovial_jadeconcretecrackedshortbrick - 0
contenttweaker:jovial_jadeconcretedebossed - 0
contenttweaker:jovial_jadeconcretepolished - 0
contenttweaker:jovial_jadeconcreteshortbrick - 0
contenttweaker:rose_redconcrete - 0
contenttweaker:rose_redconcretebrick - 0
contenttweaker:rose_redconcretechiseledbrick - 0
contenttweaker:rose_redconcretecrackedbrick - 0
contenttweaker:rose_redconcretecrackedshortbrick - 0
contenttweaker:rose_redconcretedebossed - 0
contenttweaker:rose_redconcretepolished - 0
contenttweaker:rose_redconcreteshortbrick - 0
contenttweaker:hazel_brownconcrete - 0
contenttweaker:hazel_brownconcretebrick - 0
contenttweaker:hazel_brownconcretechiseledbrick - 0
contenttweaker:hazel_brownconcretecrackedbrick - 0
contenttweaker:hazel_brownconcretecrackedshortbrick - 0
contenttweaker:hazel_brownconcretedebossed - 0
contenttweaker:hazel_brownconcretepolished - 0
contenttweaker:hazel_brownconcreteshortbrick - 0
contenttweaker:aubergineconcrete - 0
contenttweaker:aubergineconcretebrick - 0
contenttweaker:aubergineconcretechiseledbrick - 0
contenttweaker:aubergineconcretecrackedbrick - 0
contenttweaker:aubergineconcretecrackedshortbrick - 0
contenttweaker:aubergineconcretedebossed - 0
contenttweaker:aubergineconcretepolished - 0
contenttweaker:aubergineconcreteshortbrick - 0
contenttweaker:cream_puffconcrete - 0
contenttweaker:cream_puffconcretebrick - 0
contenttweaker:cream_puffconcretechiseledbrick - 0
contenttweaker:cream_puffconcretecrackedbrick - 0
contenttweaker:cream_puffconcretecrackedshortbrick - 0
contenttweaker:cream_puffconcretedebossed - 0
contenttweaker:cream_puffconcretepolished - 0
contenttweaker:cream_puffconcreteshortbrick - 0
contenttweaker:magentaconcrete - 0
contenttweaker:magentaconcretebrick - 0
contenttweaker:magentaconcretechiseledbrick - 0
contenttweaker:magentaconcretecrackedbrick - 0
contenttweaker:magentaconcretecrackedshortbrick - 0
contenttweaker:magentaconcretedebossed - 0
contenttweaker:magentaconcretepolished - 0
contenttweaker:magentaconcreteshortbrick - 0
contenttweaker:pinkconcrete - 0
contenttweaker:pinkconcretebrick - 0
contenttweaker:pinkconcretechiseledbrick - 0
contenttweaker:pinkconcretecrackedbrick - 0
contenttweaker:pinkconcretecrackedshortbrick - 0
contenttweaker:pinkconcretedebossed - 0
contenttweaker:pinkconcretepolished - 0
contenttweaker:pinkconcreteshortbrick - 0
contenttweaker:yellowconcrete - 0
contenttweaker:yellowconcretebrick - 0
contenttweaker:yellowconcretechiseledbrick - 0
contenttweaker:yellowconcretecrackedbrick - 0
contenttweaker:yellowconcretecrackedshortbrick - 0
contenttweaker:yellowconcretedebossed - 0
contenttweaker:yellowconcretepolished - 0
contenttweaker:yellowconcreteshortbrick - 0
contenttweaker:ruthless_empressconcrete - 0
contenttweaker:ruthless_empressconcretebrick - 0
contenttweaker:ruthless_empressconcretechiseledbrick - 0
contenttweaker:ruthless_empressconcretecrackedbrick - 0
contenttweaker:ruthless_empressconcretecrackedshortbrick - 0
contenttweaker:ruthless_empressconcretedebossed - 0
contenttweaker:ruthless_empressconcretepolished - 0
contenttweaker:ruthless_empressconcreteshortbrick - 0
contenttweaker:wine_redconcrete - 0
contenttweaker:wine_redconcretebrick - 0
contenttweaker:wine_redconcretechiseledbrick - 0
contenttweaker:wine_redconcretecrackedbrick - 0
contenttweaker:wine_redconcretecrackedshortbrick - 0
contenttweaker:wine_redconcretedebossed - 0
contenttweaker:wine_redconcretepolished - 0
contenttweaker:wine_redconcreteshortbrick - 0
contenttweaker:mintconcrete - 0
contenttweaker:mintconcretebrick - 0
contenttweaker:mintconcretechiseledbrick - 0
contenttweaker:mintconcretecrackedbrick - 0
contenttweaker:mintconcretecrackedshortbrick - 0
contenttweaker:mintconcretedebossed - 0
contenttweaker:mintconcretepolished - 0
contenttweaker:mintconcreteshortbrick - 0
contenttweaker:grayconcrete - 0
contenttweaker:grayconcretebrick - 0
contenttweaker:grayconcretechiseledbrick - 0
contenttweaker:grayconcretecrackedbrick - 0
contenttweaker:grayconcretecrackedshortbrick - 0
contenttweaker:grayconcretedebossed - 0
contenttweaker:grayconcretepolished - 0
contenttweaker:grayconcreteshortbrick - 0
contenttweaker:honeyconcrete - 0
contenttweaker:honeyconcretebrick - 0
contenttweaker:honeyconcretechiseledbrick - 0
contenttweaker:honeyconcretecrackedbrick - 0
contenttweaker:honeyconcretecrackedshortbrick - 0
contenttweaker:honeyconcretedebossed - 0
contenttweaker:honeyconcretepolished - 0
contenttweaker:honeyconcreteshortbrick - 0
contenttweaker:slateblueconcrete - 0
contenttweaker:slateblueconcretebrick - 0
contenttweaker:slateblueconcretechiseledbrick - 0
contenttweaker:slateblueconcretecrackedbrick - 0
contenttweaker:slateblueconcretecrackedshortbrick - 0
contenttweaker:slateblueconcretedebossed - 0
contenttweaker:slateblueconcretepolished - 0
contenttweaker:slateblueconcreteshortbrick - 0
contenttweaker:lava_stoneconcrete - 0
contenttweaker:lava_stoneconcretebrick - 0
contenttweaker:lava_stoneconcretechiseledbrick - 0
contenttweaker:lava_stoneconcretecrackedbrick - 0
contenttweaker:lava_stoneconcretecrackedshortbrick - 0
contenttweaker:lava_stoneconcretedebossed - 0
contenttweaker:lava_stoneconcretepolished - 0
contenttweaker:lava_stoneconcreteshortbrick - 0
contenttweaker:pistachioconcrete - 0
contenttweaker:pistachioconcretebrick - 0
contenttweaker:pistachioconcretechiseledbrick - 0
contenttweaker:pistachioconcretecrackedbrick - 0
contenttweaker:pistachioconcretecrackedshortbrick - 0
contenttweaker:pistachioconcretedebossed - 0
contenttweaker:pistachioconcretepolished - 0
contenttweaker:pistachioconcreteshortbrick - 0
contenttweaker:greenconcrete - 0
contenttweaker:greenconcretebrick - 0
contenttweaker:greenconcretechiseledbrick - 0
contenttweaker:greenconcretecrackedbrick - 0
contenttweaker:greenconcretecrackedshortbrick - 0
contenttweaker:greenconcretedebossed - 0
contenttweaker:greenconcretepolished - 0
contenttweaker:greenconcreteshortbrick - 0
contenttweaker:oreganoconcrete - 0
contenttweaker:oreganoconcretebrick - 0
contenttweaker:oreganoconcretechiseledbrick - 0
contenttweaker:oreganoconcretecrackedbrick - 0
contenttweaker:oreganoconcretecrackedshortbrick - 0
contenttweaker:oreganoconcretedebossed - 0
contenttweaker:oreganoconcretepolished - 0
contenttweaker:oreganoconcreteshortbrick - 0
contenttweaker:dark_greenconcrete - 0
contenttweaker:dark_greenconcretebrick - 0
contenttweaker:dark_greenconcretechiseledbrick - 0
contenttweaker:dark_greenconcretecrackedbrick - 0
contenttweaker:dark_greenconcretecrackedshortbrick - 0
contenttweaker:dark_greenconcretedebossed - 0
contenttweaker:dark_greenconcretepolished - 0
contenttweaker:dark_greenconcreteshortbrick - 0
contenttweaker:light_grayconcrete - 0
contenttweaker:light_grayconcretebrick - 0
contenttweaker:light_grayconcretechiseledbrick - 0
contenttweaker:light_grayconcretecrackedbrick - 0
contenttweaker:light_grayconcretecrackedshortbrick - 0
contenttweaker:light_grayconcretedebossed - 0
contenttweaker:light_grayconcretepolished - 0
contenttweaker:light_grayconcreteshortbrick - 0
contenttweaker:limeconcrete - 0
contenttweaker:limeconcretebrick - 0
contenttweaker:limeconcretechiseledbrick - 0
contenttweaker:limeconcretecrackedbrick - 0
contenttweaker:limeconcretecrackedshortbrick - 0
contenttweaker:limeconcretedebossed - 0
contenttweaker:limeconcretepolished - 0
contenttweaker:limeconcreteshortbrick - 0
contenttweaker:blackconcrete - 0
contenttweaker:blackconcretebrick - 0
contenttweaker:blackconcretechiseledbrick - 0
contenttweaker:blackconcretecrackedbrick - 0
contenttweaker:blackconcretecrackedshortbrick - 0
contenttweaker:blackconcretedebossed - 0
contenttweaker:blackconcretepolished - 0
contenttweaker:blackconcreteshortbrick - 0
contenttweaker:butterumconcrete - 0
contenttweaker:butterumconcretebrick - 0
contenttweaker:butterumconcretechiseledbrick - 0
contenttweaker:butterumconcretecrackedbrick - 0
contenttweaker:butterumconcretecrackedshortbrick - 0
contenttweaker:butterumconcretedebossed - 0
contenttweaker:butterumconcretepolished - 0
contenttweaker:butterumconcreteshortbrick - 0
contenttweaker:light_blueconcrete - 0
contenttweaker:light_blueconcretebrick - 0
contenttweaker:light_blueconcretechiseledbrick - 0
contenttweaker:light_blueconcretecrackedbrick - 0
contenttweaker:light_blueconcretecrackedshortbrick - 0
contenttweaker:light_blueconcretedebossed - 0
contenttweaker:light_blueconcretepolished - 0
contenttweaker:light_blueconcreteshortbrick - 0
contenttweaker:amberconcrete - 0
contenttweaker:amberconcretebrick - 0
contenttweaker:amberconcretechiseledbrick - 0
contenttweaker:amberconcretecrackedbrick - 0
contenttweaker:amberconcretecrackedshortbrick - 0
contenttweaker:amberconcretedebossed - 0
contenttweaker:amberconcretepolished - 0
contenttweaker:amberconcreteshortbrick - 0
contenttweaker:pale_violetconcrete - 0
contenttweaker:pale_violetconcretebrick - 0
contenttweaker:pale_violetconcretechiseledbrick - 0
contenttweaker:pale_violetconcretecrackedbrick - 0
contenttweaker:pale_violetconcretecrackedshortbrick - 0
contenttweaker:pale_violetconcretedebossed - 0
contenttweaker:pale_violetconcretepolished - 0
contenttweaker:pale_violetconcreteshortbrick - 0
contenttweaker:darkforestconcrete - 0
contenttweaker:darkforestconcretebrick - 0
contenttweaker:darkforestconcretechiseledbrick - 0
contenttweaker:darkforestconcretecrackedbrick - 0
contenttweaker:darkforestconcretecrackedshortbrick - 0
contenttweaker:darkforestconcretedebossed - 0
contenttweaker:darkforestconcretepolished - 0
contenttweaker:darkforestconcreteshortbrick - 0
contenttweaker:noble_plumconcrete - 0
contenttweaker:noble_plumconcretebrick - 0
contenttweaker:noble_plumconcretechiseledbrick - 0
contenttweaker:noble_plumconcretecrackedbrick - 0
contenttweaker:noble_plumconcretecrackedshortbrick - 0
contenttweaker:noble_plumconcretedebossed - 0
contenttweaker:noble_plumconcretepolished - 0
contenttweaker:noble_plumconcreteshortbrick - 0
contenttweaker:orangeconcrete - 0
contenttweaker:orangeconcretebrick - 0
contenttweaker:orangeconcretechiseledbrick - 0
contenttweaker:orangeconcretecrackedbrick - 0
contenttweaker:orangeconcretecrackedshortbrick - 0
contenttweaker:orangeconcretedebossed - 0
contenttweaker:orangeconcretepolished - 0
contenttweaker:orangeconcreteshortbrick - 0
contenttweaker:apricotconcrete - 0
contenttweaker:apricotconcretebrick - 0
contenttweaker:apricotconcretechiseledbrick - 0
contenttweaker:apricotconcretecrackedbrick - 0
contenttweaker:apricotconcretecrackedshortbrick - 0
contenttweaker:apricotconcretedebossed - 0
contenttweaker:apricotconcretepolished - 0
contenttweaker:apricotconcreteshortbrick - 0
contenttweaker:yellow_manaconcrete - 0
contenttweaker:yellow_manaconcretebrick - 0
contenttweaker:yellow_manaconcretechiseledbrick - 0
contenttweaker:yellow_manaconcretecrackedbrick - 0
contenttweaker:yellow_manaconcretecrackedshortbrick - 0
contenttweaker:yellow_manaconcretedebossed - 0
contenttweaker:yellow_manaconcretepolished - 0
contenttweaker:yellow_manaconcreteshortbrick - 0
contenttweaker:blueconcrete - 0
contenttweaker:blueconcretebrick - 0
contenttweaker:blueconcretechiseledbrick - 0
contenttweaker:blueconcretecrackedbrick - 0
contenttweaker:blueconcretecrackedshortbrick - 0
contenttweaker:blueconcretedebossed - 0
contenttweaker:blueconcretepolished - 0
contenttweaker:blueconcreteshortbrick - 0
contenttweaker:seagreenconcrete - 0
contenttweaker:seagreenconcretebrick - 0
contenttweaker:seagreenconcretechiseledbrick - 0
contenttweaker:seagreenconcretecrackedbrick - 0
contenttweaker:seagreenconcretecrackedshortbrick - 0
contenttweaker:seagreenconcretedebossed - 0
contenttweaker:seagreenconcretepolished - 0
contenttweaker:seagreenconcreteshortbrick - 0
contenttweaker:coffeeconcrete - 0
contenttweaker:coffeeconcretebrick - 0
contenttweaker:coffeeconcretechiseledbrick - 0
contenttweaker:coffeeconcretecrackedbrick - 0
contenttweaker:coffeeconcretecrackedshortbrick - 0
contenttweaker:coffeeconcretedebossed - 0
contenttweaker:coffeeconcretepolished - 0
contenttweaker:coffeeconcreteshortbrick - 0
contenttweaker:purpleconcrete - 0
contenttweaker:purpleconcretebrick - 0
contenttweaker:purpleconcretechiseledbrick - 0
contenttweaker:purpleconcretecrackedbrick - 0
contenttweaker:purpleconcretecrackedshortbrick - 0
contenttweaker:purpleconcretedebossed - 0
contenttweaker:purpleconcretepolished - 0
contenttweaker:purpleconcreteshortbrick - 0
contenttweaker:vermilionconcrete - 0
contenttweaker:vermilionconcretebrick - 0
contenttweaker:vermilionconcretechiseledbrick - 0
contenttweaker:vermilionconcretecrackedbrick - 0
contenttweaker:vermilionconcretecrackedshortbrick - 0
contenttweaker:vermilionconcretedebossed - 0
contenttweaker:vermilionconcretepolished - 0
contenttweaker:vermilionconcreteshortbrick - 0
contenttweaker:mauveconcrete - 0
contenttweaker:mauveconcretebrick - 0
contenttweaker:mauveconcretechiseledbrick - 0
contenttweaker:mauveconcretecrackedbrick - 0
contenttweaker:mauveconcretecrackedshortbrick - 0
contenttweaker:mauveconcretedebossed - 0
contenttweaker:mauveconcretepolished - 0
contenttweaker:mauveconcreteshortbrick - 0
contenttweaker:navy_blueconcrete - 0
contenttweaker:navy_blueconcretebrick - 0
contenttweaker:navy_blueconcretechiseledbrick - 0
contenttweaker:navy_blueconcretecrackedbrick - 0
contenttweaker:navy_blueconcretecrackedshortbrick - 0
contenttweaker:navy_blueconcretedebossed - 0
contenttweaker:navy_blueconcretepolished - 0
contenttweaker:navy_blueconcreteshortbrick - 0


cropBamboo
futuremc:bamboo - 0


cropBeetroot
minecraft:beetroot - 0


cropCarrot
minecraft:carrot - 0


cropMelon
minecraft:melon_block - 0


cropNetherWart
minecraft:nether_wart - 0


cropPeach
biomesoplenty:peach - 0


cropPear
biomesoplenty:pear - 0


cropPersimmon
biomesoplenty:persimmon - 0


cropPotato
minecraft:potato - 0


cropPumpkin
minecraft:pumpkin - 0


cropWheat
minecraft:wheat - 0


cryingobsidian
contenttweaker:blackcryingobsidian - 0
contenttweaker:blackcryingobsidianbrick - 0
contenttweaker:blackcryingobsidianchiseledbrick - 0
contenttweaker:blackcryingobsidiancrackedbrick - 0
contenttweaker:blackcryingobsidiancrackedshortbrick - 0
contenttweaker:blackcryingobsidiandebossed - 0
contenttweaker:blackcryingobsidianpolished - 0
contenttweaker:blackcryingobsidianshortbrick - 0
contenttweaker:blackbluecryingobsidian - 0
contenttweaker:blackbluecryingobsidianbrick - 0
contenttweaker:blackbluecryingobsidianchiseledbrick - 0
contenttweaker:blackbluecryingobsidiancrackedbrick - 0
contenttweaker:blackbluecryingobsidiancrackedshortbrick - 0
contenttweaker:blackbluecryingobsidiandebossed - 0
contenttweaker:blackbluecryingobsidianpolished - 0
contenttweaker:blackbluecryingobsidianshortbrick - 0
contenttweaker:blackbrowncryingobsidian - 0
contenttweaker:blackbrowncryingobsidianbrick - 0
contenttweaker:blackbrowncryingobsidianchiseledbrick - 0
contenttweaker:blackbrowncryingobsidiancrackedbrick - 0
contenttweaker:blackbrowncryingobsidiancrackedshortbrick - 0
contenttweaker:blackbrowncryingobsidiandebossed - 0
contenttweaker:blackbrowncryingobsidianpolished - 0
contenttweaker:blackbrowncryingobsidianshortbrick - 0
contenttweaker:blackcyancryingobsidian - 0
contenttweaker:blackcyancryingobsidianbrick - 0
contenttweaker:blackcyancryingobsidianchiseledbrick - 0
contenttweaker:blackcyancryingobsidiancrackedbrick - 0
contenttweaker:blackcyancryingobsidiancrackedshortbrick - 0
contenttweaker:blackcyancryingobsidiandebossed - 0
contenttweaker:blackcyancryingobsidianpolished - 0
contenttweaker:blackcyancryingobsidianshortbrick - 0
contenttweaker:blackgraycryingobsidian - 0
contenttweaker:blackgraycryingobsidianbrick - 0
contenttweaker:blackgraycryingobsidianchiseledbrick - 0
contenttweaker:blackgraycryingobsidiancrackedbrick - 0
contenttweaker:blackgraycryingobsidiancrackedshortbrick - 0
contenttweaker:blackgraycryingobsidiandebossed - 0
contenttweaker:blackgraycryingobsidianpolished - 0
contenttweaker:blackgraycryingobsidianshortbrick - 0
contenttweaker:blackgreencryingobsidian - 0
contenttweaker:blackgreencryingobsidianbrick - 0
contenttweaker:blackgreencryingobsidianchiseledbrick - 0
contenttweaker:blackgreencryingobsidiancrackedbrick - 0
contenttweaker:blackgreencryingobsidiancrackedshortbrick - 0
contenttweaker:blackgreencryingobsidiandebossed - 0
contenttweaker:blackgreencryingobsidianpolished - 0
contenttweaker:blackgreencryingobsidianshortbrick - 0
contenttweaker:blacklightbluecryingobsidian - 0
contenttweaker:blacklightbluecryingobsidianbrick - 0
contenttweaker:blacklightbluecryingobsidianchiseledbrick - 0
contenttweaker:blacklightbluecryingobsidiancrackedbrick - 0
contenttweaker:blacklightbluecryingobsidiancrackedshortbrick - 0
contenttweaker:blacklightbluecryingobsidiandebossed - 0
contenttweaker:blacklightbluecryingobsidianpolished - 0
contenttweaker:blacklightbluecryingobsidianshortbrick - 0
contenttweaker:blacklightgraycryingobsidian - 0
contenttweaker:blacklightgraycryingobsidianbrick - 0
contenttweaker:blacklightgraycryingobsidianchiseledbrick - 0
contenttweaker:blacklightgraycryingobsidiancrackedbrick - 0
contenttweaker:blacklightgraycryingobsidiancrackedshortbrick - 0
contenttweaker:blacklightgraycryingobsidiandebossed - 0
contenttweaker:blacklightgraycryingobsidianpolished - 0
contenttweaker:blacklightgraycryingobsidianshortbrick - 0
contenttweaker:blacklimecryingobsidian - 0
contenttweaker:blacklimecryingobsidianbrick - 0
contenttweaker:blacklimecryingobsidianchiseledbrick - 0
contenttweaker:blacklimecryingobsidiancrackedbrick - 0
contenttweaker:blacklimecryingobsidiancrackedshortbrick - 0
contenttweaker:blacklimecryingobsidiandebossed - 0
contenttweaker:blacklimecryingobsidianpolished - 0
contenttweaker:blacklimecryingobsidianshortbrick - 0
contenttweaker:blackmagentacryingobsidian - 0
contenttweaker:blackmagentacryingobsidianbrick - 0
contenttweaker:blackmagentacryingobsidianchiseledbrick - 0
contenttweaker:blackmagentacryingobsidiancrackedbrick - 0
contenttweaker:blackmagentacryingobsidiancrackedshortbrick - 0
contenttweaker:blackmagentacryingobsidiandebossed - 0
contenttweaker:blackmagentacryingobsidianpolished - 0
contenttweaker:blackmagentacryingobsidianshortbrick - 0
contenttweaker:blackorangecryingobsidian - 0
contenttweaker:blackorangecryingobsidianbrick - 0
contenttweaker:blackorangecryingobsidianchiseledbrick - 0
contenttweaker:blackorangecryingobsidiancrackedbrick - 0
contenttweaker:blackorangecryingobsidiancrackedshortbrick - 0
contenttweaker:blackorangecryingobsidiandebossed - 0
contenttweaker:blackorangecryingobsidianpolished - 0
contenttweaker:blackorangecryingobsidianshortbrick - 0
contenttweaker:blackpinkcryingobsidian - 0
contenttweaker:blackpinkcryingobsidianbrick - 0
contenttweaker:blackpinkcryingobsidianchiseledbrick - 0
contenttweaker:blackpinkcryingobsidiancrackedbrick - 0
contenttweaker:blackpinkcryingobsidiancrackedshortbrick - 0
contenttweaker:blackpinkcryingobsidiandebossed - 0
contenttweaker:blackpinkcryingobsidianpolished - 0
contenttweaker:blackpinkcryingobsidianshortbrick - 0
contenttweaker:blackpurplecryingobsidian - 0
contenttweaker:blackpurplecryingobsidianbrick - 0
contenttweaker:blackpurplecryingobsidianchiseledbrick - 0
contenttweaker:blackpurplecryingobsidiancrackedbrick - 0
contenttweaker:blackpurplecryingobsidiancrackedshortbrick - 0
contenttweaker:blackpurplecryingobsidiandebossed - 0
contenttweaker:blackpurplecryingobsidianpolished - 0
contenttweaker:blackpurplecryingobsidianshortbrick - 0
contenttweaker:blackredcryingobsidian - 0
contenttweaker:blackredcryingobsidianbrick - 0
contenttweaker:blackredcryingobsidianchiseledbrick - 0
contenttweaker:blackredcryingobsidiancrackedbrick - 0
contenttweaker:blackredcryingobsidiancrackedshortbrick - 0
contenttweaker:blackredcryingobsidiandebossed - 0
contenttweaker:blackredcryingobsidianpolished - 0
contenttweaker:blackredcryingobsidianshortbrick - 0
contenttweaker:blackwhitecryingobsidian - 0
contenttweaker:blackwhitecryingobsidianbrick - 0
contenttweaker:blackwhitecryingobsidianchiseledbrick - 0
contenttweaker:blackwhitecryingobsidiancrackedbrick - 0
contenttweaker:blackwhitecryingobsidiancrackedshortbrick - 0
contenttweaker:blackwhitecryingobsidiandebossed - 0
contenttweaker:blackwhitecryingobsidianpolished - 0
contenttweaker:blackwhitecryingobsidianshortbrick - 0
contenttweaker:blackyellowcryingobsidian - 0
contenttweaker:blackyellowcryingobsidianbrick - 0
contenttweaker:blackyellowcryingobsidianchiseledbrick - 0
contenttweaker:blackyellowcryingobsidiancrackedbrick - 0
contenttweaker:blackyellowcryingobsidiancrackedshortbrick - 0
contenttweaker:blackyellowcryingobsidiandebossed - 0
contenttweaker:blackyellowcryingobsidianpolished - 0
contenttweaker:blackyellowcryingobsidianshortbrick - 0
contenttweaker:blueblackcryingobsidian - 0
contenttweaker:blueblackcryingobsidianbrick - 0
contenttweaker:blueblackcryingobsidianchiseledbrick - 0
contenttweaker:blueblackcryingobsidiancrackedbrick - 0
contenttweaker:blueblackcryingobsidiancrackedshortbrick - 0
contenttweaker:blueblackcryingobsidiandebossed - 0
contenttweaker:blueblackcryingobsidianpolished - 0
contenttweaker:blueblackcryingobsidianshortbrick - 0
contenttweaker:bluecryingobsidian - 0
contenttweaker:bluecryingobsidianbrick - 0
contenttweaker:bluecryingobsidianchiseledbrick - 0
contenttweaker:bluecryingobsidiancrackedbrick - 0
contenttweaker:bluecryingobsidiancrackedshortbrick - 0
contenttweaker:bluecryingobsidiandebossed - 0
contenttweaker:bluecryingobsidianpolished - 0
contenttweaker:bluecryingobsidianshortbrick - 0
contenttweaker:bluebrowncryingobsidian - 0
contenttweaker:bluebrowncryingobsidianbrick - 0
contenttweaker:bluebrowncryingobsidianchiseledbrick - 0
contenttweaker:bluebrowncryingobsidiancrackedbrick - 0
contenttweaker:bluebrowncryingobsidiancrackedshortbrick - 0
contenttweaker:bluebrowncryingobsidiandebossed - 0
contenttweaker:bluebrowncryingobsidianpolished - 0
contenttweaker:bluebrowncryingobsidianshortbrick - 0
contenttweaker:bluecyancryingobsidian - 0
contenttweaker:bluecyancryingobsidianbrick - 0
contenttweaker:bluecyancryingobsidianchiseledbrick - 0
contenttweaker:bluecyancryingobsidiancrackedbrick - 0
contenttweaker:bluecyancryingobsidiancrackedshortbrick - 0
contenttweaker:bluecyancryingobsidiandebossed - 0
contenttweaker:bluecyancryingobsidianpolished - 0
contenttweaker:bluecyancryingobsidianshortbrick - 0
contenttweaker:bluegraycryingobsidian - 0
contenttweaker:bluegraycryingobsidianbrick - 0
contenttweaker:bluegraycryingobsidianchiseledbrick - 0
contenttweaker:bluegraycryingobsidiancrackedbrick - 0
contenttweaker:bluegraycryingobsidiancrackedshortbrick - 0
contenttweaker:bluegraycryingobsidiandebossed - 0
contenttweaker:bluegraycryingobsidianpolished - 0
contenttweaker:bluegraycryingobsidianshortbrick - 0
contenttweaker:bluegreencryingobsidian - 0
contenttweaker:bluegreencryingobsidianbrick - 0
contenttweaker:bluegreencryingobsidianchiseledbrick - 0
contenttweaker:bluegreencryingobsidiancrackedbrick - 0
contenttweaker:bluegreencryingobsidiancrackedshortbrick - 0
contenttweaker:bluegreencryingobsidiandebossed - 0
contenttweaker:bluegreencryingobsidianpolished - 0
contenttweaker:bluegreencryingobsidianshortbrick - 0
contenttweaker:bluelightbluecryingobsidian - 0
contenttweaker:bluelightbluecryingobsidianbrick - 0
contenttweaker:bluelightbluecryingobsidianchiseledbrick - 0
contenttweaker:bluelightbluecryingobsidiancrackedbrick - 0
contenttweaker:bluelightbluecryingobsidiancrackedshortbrick - 0
contenttweaker:bluelightbluecryingobsidiandebossed - 0
contenttweaker:bluelightbluecryingobsidianpolished - 0
contenttweaker:bluelightbluecryingobsidianshortbrick - 0
contenttweaker:bluelightgraycryingobsidian - 0
contenttweaker:bluelightgraycryingobsidianbrick - 0
contenttweaker:bluelightgraycryingobsidianchiseledbrick - 0
contenttweaker:bluelightgraycryingobsidiancrackedbrick - 0
contenttweaker:bluelightgraycryingobsidiancrackedshortbrick - 0
contenttweaker:bluelightgraycryingobsidiandebossed - 0
contenttweaker:bluelightgraycryingobsidianpolished - 0
contenttweaker:bluelightgraycryingobsidianshortbrick - 0
contenttweaker:bluelimecryingobsidian - 0
contenttweaker:bluelimecryingobsidianbrick - 0
contenttweaker:bluelimecryingobsidianchiseledbrick - 0
contenttweaker:bluelimecryingobsidiancrackedbrick - 0
contenttweaker:bluelimecryingobsidiancrackedshortbrick - 0
contenttweaker:bluelimecryingobsidiandebossed - 0
contenttweaker:bluelimecryingobsidianpolished - 0
contenttweaker:bluelimecryingobsidianshortbrick - 0
contenttweaker:bluemagentacryingobsidian - 0
contenttweaker:bluemagentacryingobsidianbrick - 0
contenttweaker:bluemagentacryingobsidianchiseledbrick - 0
contenttweaker:bluemagentacryingobsidiancrackedbrick - 0
contenttweaker:bluemagentacryingobsidiancrackedshortbrick - 0
contenttweaker:bluemagentacryingobsidiandebossed - 0
contenttweaker:bluemagentacryingobsidianpolished - 0
contenttweaker:bluemagentacryingobsidianshortbrick - 0
contenttweaker:blueorangecryingobsidian - 0
contenttweaker:blueorangecryingobsidianbrick - 0
contenttweaker:blueorangecryingobsidianchiseledbrick - 0
contenttweaker:blueorangecryingobsidiancrackedbrick - 0
contenttweaker:blueorangecryingobsidiancrackedshortbrick - 0
contenttweaker:blueorangecryingobsidiandebossed - 0
contenttweaker:blueorangecryingobsidianpolished - 0
contenttweaker:blueorangecryingobsidianshortbrick - 0
contenttweaker:bluepinkcryingobsidian - 0
contenttweaker:bluepinkcryingobsidianbrick - 0
contenttweaker:bluepinkcryingobsidianchiseledbrick - 0
contenttweaker:bluepinkcryingobsidiancrackedbrick - 0
contenttweaker:bluepinkcryingobsidiancrackedshortbrick - 0
contenttweaker:bluepinkcryingobsidiandebossed - 0
contenttweaker:bluepinkcryingobsidianpolished - 0
contenttweaker:bluepinkcryingobsidianshortbrick - 0
contenttweaker:bluepurplecryingobsidian - 0
contenttweaker:bluepurplecryingobsidianbrick - 0
contenttweaker:bluepurplecryingobsidianchiseledbrick - 0
contenttweaker:bluepurplecryingobsidiancrackedbrick - 0
contenttweaker:bluepurplecryingobsidiancrackedshortbrick - 0
contenttweaker:bluepurplecryingobsidiandebossed - 0
contenttweaker:bluepurplecryingobsidianpolished - 0
contenttweaker:bluepurplecryingobsidianshortbrick - 0
contenttweaker:blueredcryingobsidian - 0
contenttweaker:blueredcryingobsidianbrick - 0
contenttweaker:blueredcryingobsidianchiseledbrick - 0
contenttweaker:blueredcryingobsidiancrackedbrick - 0
